912+740  1652
620+276  896
8+454  462
712+910  1622
164+257  421
21+607  628
584+467  1051
764+639  1403
380+468  848
387+767  1154
84+803  887
558+603  1161
407+881  1288
873+774  1647
468+406  874
23+713  736
748+589  1337
649+253  902
604+780  1384
219+615  834
191+511  702
20+208  228
358+879  1237
904+379  1283
901+28  929
19+941  960
448+691  1139
472+989  1461
524+906  1430
117+291  408
11+397  408
984+866  1850
658+69  727
954+458  1412
356+122  478
560+8  568
377+968  1345
84+919  1003
829+131  960
202+748  950
539+655  1194
899+214  1113
458+303  761
421+118  539
22+784  806
467+312  779
816+271  1087
193+709  902
833+933  1766
98+176  274
976+175  1151
796+636  1432
702+323  1025
86+378  464
426+666  1092
80+499  579
833+779  1612
994+836  1830
564+741  1305
238+347  585
664+179  843
810+230  1040
756+230  986
850+847  1697
807+672  1479
311+658  969
776+343  1119
127+476  603
442+793  1235
581+384  965
162+699  861
239+468  707
653+261  914
893+42  935
119+431  550
639+870  1509
583+476  1059
938+431  1369
281+17  298
47+299  346
437+20  457
904+39  943
796+79  875
107+397  504
509+607  1116
393+516  909
660+406  1066
445+579  1024
224+598  822
47+279  326
383+787  1170
370+537  907
415+472  887
712+789  1501
418+959  1377
390+91  481
188+442  630
270+214  484
137+395  532
329+586  915
160+487  647
630+94  724
400+196  596
298+952  1250
579+234  813
208+38  246
911+120  1031
37+534  571
94+157  251
499+131  630
290+936  1226
839+214  1053
816+729  1545
661+566  1227
100+597  697
87+15  102
484+964  1448
685+981  1666
328+411  739
749+523  1272
811+455  1266
75+333  408
89+839  928
103+330  433
668+591  1259
412+530  942
409+304  713
966+53  1019
50+785  835
626+251  877
133+165  298
876+597  1473
203+265  468
331+839  1170
402+373  775
929+273  1202
623+141  764
484+989  1473
538+688  1226
272+769  1041
2+521  523
769+463  1232
243+734  977
558+53  611
788+590  1378
861+44  905
972+604  1576
256+124  380
377+219  596
3+969  972
807+862  1669
325+803  1128
21+710  731
230+173  403
15+641  656
944+306  1250
820+557  1377
561+29  590
293+725  1018
40+838  878
448+57  505
23+416  439
694+783  1477
553+530  1083
444+865  1309
806+345  1151
728+273  1001
958+928  1886
573+168  741
563+704  1267
245+999  1244
328+249  577
150+155  305
567+434  1001
966+666  1632
602+915  1517
18+820  838
106+467  573
860+97  957
135+129  264
758+941  1699
191+79  270
530+920  1450
506+190  696
761+652  1413
803+498  1301
728+823  1551
403+459  862
458+405  863
507+557  1064
951+773  1724
758+407  1165
309+22  331
768+555  1323
854+580  1434
23+157  180
888+40  928
394+485  879
191+234  425
9+621  630
816+929  1745
893+131  1024
723+727  1450
31+430  461
935+111  1046
484+589  1073
158+81  239
753+167  920
809+819  1628
259+472  731
377+306  683
276+247  523
781+338  1119
639+891  1530
475+958  1433
159+103  262
445+77  522
775+828  1603
65+47  112
842+501  1343
445+848  1293
34+524  558
731+133  864
816+269  1085
796+470  1266
438+588  1026
816+166  982
830+344  1174
983+237  1220
594+245  839
753+267  1020
327+101  428
387+122  509
990+264  1254
790+207  997
390+24  414
427+867  1294
117+130  247
42+816  858
593+352  945
382+776  1158
609+178  787
372+815  1187
460+651  1111
992+72  1064
37+264  301
879+737  1616
746+170  916
554+739  1293
745+985  1730
60+768  828
620+888  1508
564+323  887
897+165  1062
633+780  1413
779+774  1553
606+598  1204
761+303  1064
94+656  750
814+491  1305
70+387  457
886+968  1854
437+589  1026
296+207  503
894+59  953
285+555  840
882+453  1335
701+798  1499
136+793  929
935+960  1895
302+570  872
753+708  1461
947+266  1213
252+224  476
342+485  827
412+55  467
389+225  614
44+272  316
493+365  858
893+292  1185
618+68  686
351+78  429
640+81  721
414+44  458
247+851  1098
422+996  1418
429+468  897
161+59  220
862+743  1605
881+695  1576
457+154  611
164+974  1138
936+752  1688
833+988  1821
857+370  1227
337+322  659
901+954  1855
219+200  419
914+436  1350
779+213  992
580+627  1207
756+943  1699
62+446  508
267+89  356
285+976  1261
488+523  1011
917+90  1007
662+780  1442
337+770  1107
950+985  1935
754+903  1657
423+573  996
516+495  1011
599+353  952
729+725  1454
433+899  1332
708+710  1418
205+788  993
342+447  789
840+171  1011
933+1000  1933
334+216  550
891+20  911
96+645  741
752+240  992
596+132  728
349+559  908
47+150  197
693+58  751
813+37  850
48+1  49
740+526  1266
454+820  1274
496+245  741
508+163  671
245+47  292
91+144  235
719+771  1490
184+582  766
520+91  611
671+819  1490
575+797  1372
396+15  411
199+995  1194
879+675  1554
903+690  1593
336+129  465
418+221  639
734+919  1653
927+871  1798
879+626  1505
838+500  1338
19+408  427
490+571  1061
650+516  1166
572+862  1434
780+863  1643
956+152  1108
969+421  1390
258+500  758
835+156  991
43+106  149
789+633  1422
754+662  1416
429+14  443
740+292  1032
434+80  514
633+516  1149
154+125  279
167+229  396
625+499  1124
489+616  1105
170+537  707
501+349  850
934+263  1197
603+230  833
563+248  811
602+446  1048
514+633  1147
621+927  1548
832+860  1692
980+2  982
666+958  1624
550+81  631
802+927  1729
804+636  1440
301+593  894
625+700  1325
773+112  885
237+785  1022
321+155  476
221+898  1119
104+462  566
275+986  1261
964+951  1915
823+545  1368
534+627  1161
950+874  1824
848+213  1061
583+701  1284
214+206  420
631+325  956
541+383  924
300+803  1103
367+465  832
35+434  469
481+703  1184
877+1  878
763+522  1285
294+422  716
964+187  1151
621+711  1332
815+850  1665
342+358  700
735+363  1098
34+798  832
612+469  1081
853+831  1684
502+562  1064
793+699  1492
111+328  439
539+164  703
52+844  896
58+417  475
149+333  482
293+822  1115
872+706  1578
61+178  239
70+659  729
374+319  693
776+213  989
42+120  162
116+615  731
326+436  762
793+772  1565
229+118  347
950+85  1035
775+308  1083
878+574  1452
156+729  885
693+961  1654
142+169  311
295+841  1136
143+470  613
933+924  1857
921+396  1317
497+999  1496
920+456  1376
136+631  767
257+222  479
487+79  566
264+189  453
657+900  1557
882+668  1550
639+108  747
475+851  1326
978+602  1580
445+812  1257
948+54  1002
964+788  1752
556+891  1447
163+267  430
657+267  924
43+341  384
432+583  1015
870+109  979
815+538  1353
199+582  781
345+488  833
632+504  1136
311+66  377
862+765  1627
812+323  1135
940+61  1001
656+3  659
496+894  1390
985+219  1204
261+151  412
521+664  1185
630+498  1128
435+526  961
44+749  793
328+135  463
805+118  923
63+410  473
378+237  615
997+801  1798
200+917  1117
280+111  391
534+526  1060
977+4  981
526+587  1113
128+480  608
237+848  1085
128+190  318
749+840  1589
405+36  441
39+688  727
270+579  849
822+789  1611
489+130  619
974+611  1585
439+834  1273
820+134  954
507+128  635
503+580  1083
665+734  1399
115+871  986
721+718  1439
287+270  557
925+144  1069
733+293  1026
218+861  1079
594+168  762
221+713  934
797+335  1132
352+789  1141
555+339  894
254+139  393
697+898  1595
177+243  420
501+304  805
487+82  569
751+577  1328
945+78  1023
556+504  1060
743+975  1718
250+669  919
216+304  520
17+783  800
645+55  700
999+124  1123
208+629  837
735+748  1483
242+727  969
281+539  820
591+506  1097
521+764  1285
955+909  1864
29+315  344
415+546  961
486+386  872
38+40  78
653+818  1471
421+757  1178
218+297  515
192+528  720
477+214  691
671+281  952
360+546  906
960+542  1502
648+516  1164
610+945  1555
111+673  784
176+171  347
965+218  1183
972+817  1789
192+399  591
728+587  1315
946+357  1303
233+150  383
434+364  798
793+318  1111
235+230  465
557+974  1531
585+361  946
57+200  257
323+722  1045
170+297  467
211+864  1075
109+185  294
667+968  1635
631+986  1617
457+14  471
12+114  126
776+685  1461
943+616  1559
810+179  989
66+467  533
380+748  1128
730+456  1186
771+617  1388
592+843  1435
137+211  348
990+440  1430
972+453  1425
347+401  748
492+242  734
626+184  810
716+87  803
479+917  1396
829+412  1241
778+267  1045
531+957  1488
903+246  1149
540+14  554
504+598  1102
272+153  425
80+242  322
919+707  1626
615+942  1557
111+748  859
500+548  1048
201+682  883
863+254  1117
755+436  1191
843+41  884
501+956  1457
907+613  1520
340+222  562
340+592  932
324+356  680
199+222  421
540+956  1496
198+248  446
636+439  1075
457+378  835
848+530  1378
702+823  1525
831+528  1359
104+414  518
589+792  1381
287+307  594
487+587  1074
719+385  1104
611+902  1513
830+712  1542
241+934  1175
401+926  1327
524+598  1122
878+472  1350
17+886  903
565+804  1369
185+515  700
1000+270  1270
366+164  530
134+30  164
738+138  876
647+606  1253
974+279  1253
131+596  727
904+480  1384
257+312  569
428+177  605
107+69  176
776+687  1463
298+583  881
305+717  1022
454+959  1413
526+620  1146
730+508  1238
578+57  635
142+358  500
448+303  751
797+760  1557
971+498  1469
892+842  1734
454+743  1197
844+708  1552
294+692  986
0+718  718
678+792  1470
543+143  686
583+715  1298
631+648  1279
381+816  1197
445+143  588
553+256  809
949+597  1546
272+203  475
550+951  1501
623+807  1430
482+953  1435
256+952  1208
215+95  310
975+778  1753
377+413  790
442+220  662
281+866  1147
373+719  1092
477+977  1454
933+347  1280
166+598  764
830+708  1538
966+282  1248
839+542  1381
886+423  1309
555+590  1145
320+818  1138
127+251  378
470+506  976
298+339  637
601+285  886
844+737  1581
504+510  1014
339+35  374
412+752  1164
807+542  1349
953+763  1716
138+308  446
887+654  1541
33+476  509
958+277  1235
427+928  1355
767+901  1668
197+745  942
3+642  645
655+182  837
494+152  646
201+904  1105
55+610  665
913+267  1180
392+919  1311
653+318  971
544+617  1161
708+918  1626
403+341  744
177+745  922
619+958  1577
738+736  1474
876+652  1528
806+838  1644
316+208  524
669+227  896
96+223  319
354+614  968
208+949  1157
957+765  1722
32+714  746
206+468  674
39+265  304
969+559  1528
60+40  100
154+781  935
973+175  1148
328+126  454
581+902  1483
143+628  771
627+566  1193
338+762  1100
801+781  1582
975+182  1157
417+880  1297
173+79  252
447+589  1036
80+483  563
779+111  890
30+791  821
844+245  1089
17+772  789
655+345  1000
341+461  802
284+182  466
648+505  1153
824+298  1122
897+143  1040
888+672  1560
303+903  1206
416+673  1089
727+772  1499
308+107  415
631+391  1022
452+415  867
321+205  526
69+211  280
798+705  1503
606+940  1546
847+475  1322
201+449  650
859+321  1180
790+375  1165
103+251  354
649+109  758
135+594  729
801+608  1409
848+977  1825
611+325  936
891+756  1647
233+608  841
378+202  580
847+483  1330
189+220  409
701+106  807
910+637  1547
206+418  624
148+940  1088
591+168  759
514+59  573
833+401  1234
737+47  784
378+297  675
613+54  667
185+86  271
528+20  548
630+157  787
948+946  1894
884+442  1326
333+237  570
328+45  373
440+71  511
479+666  1145
629+708  1337
356+394  750
53+828  881
728+319  1047
385+427  812
796+154  950
944+503  1447
96+118  214
770+737  1507
260+501  761
828+181  1009
876+518  1394
631+869  1500
762+884  1646
95+749  844
96+589  685
586+115  701
371+47  418
610+586  1196
714+818  1532
91+996  1087
260+847  1107
410+817  1227
990+676  1666
783+973  1756
816+900  1716
127+632  759
89+146  235
85+655  740
413+439  852
440+509  949
149+65  214
658+580  1238
918+145  1063
681+524  1205
365+118  483
526+321  847
181+761  942
744+72  816
584+281  865
67+693  760
724+160  884
146+749  895
604+970  1574
949+677  1626
177+362  539
616+202  818
117+573  690
623+865  1488
720+732  1452
127+746  873
120+17  137
629+260  889
918+631  1549
367+66  433
792+894  1686
49+776  825
908+999  1907
225+61  286
589+665  1254
259+895  1154
919+617  1536
586+270  856
697+477  1174
267+956  1223
726+661  1387
496+163  659
770+34  804
852+781  1633
531+543  1074
87+86  173
920+797  1717
145+74  219
732+326  1058
52+567  619
228+824  1052
206+788  994
503+109  612
23+523  546
656+883  1539
216+109  325
266+279  545
503+178  681
150+814  964
930+351  1281
471+359  830
118+288  406
360+17  377
628+530  1158
102+860  962
685+105  790
194+240  434
438+856  1294
143+271  414
7+29  36
667+495  1162
977+489  1466
940+608  1548
724+308  1032
991+787  1778
495+336  831
685+747  1432
169+416  585
102+920  1022
428+586  1014
623+901  1524
296+216  512
148+515  663
777+929  1706
204+225  429
310+790  1100
614+263  877
992+872  1864
89+410  499
204+247  451
437+548  985
424+595  1019
753+922  1675
654+358  1012
299+249  548
324+127  451
517+116  633
38+876  914
235+836  1071
468+264  732
365+639  1004
409+587  996
856+133  989
72+388  460
234+537  771
422+572  994
546+132  678
719+737  1456
4+677  681
888+138  1026
487+185  672
181+389  570
554+497  1051
316+838  1154
289+139  428
35+16  51
612+335  947
400+275  675
610+188  798
355+729  1084
678+670  1348
525+383  908
887+312  1199
991+428  1419
531+998  1529
159+282  441
397+212  609
48+804  852
559+531  1090
994+843  1837
403+296  699
661+87  748
266+844  1110
250+8  258
376+264  640
853+312  1165
224+698  922
462+662  1124
670+529  1199
807+397  1204
575+199  774
152+970  1122
938+652  1590
468+594  1062
372+258  630
286+170  456
771+762  1533
749+388  1137
596+287  883
208+286  494
695+311  1006
367+88  455
328+274  602
783+121  904
207+505  712
443+150  593
818+497  1315
862+573  1435
262+852  1114
755+802  1557
966+786  1752
636+791  1427
516+432  948
701+50  751
487+299  786
721+725  1446
727+1000  1727
462+239  701
647+745  1392
71+400  471
366+690  1056
162+10  172
432+997  1429
360+107  467
221+939  1160
1000+933  1933
598+523  1121
830+472  1302
495+120  615
976+850  1826
353+758  1111
255+985  1240
358+7  365
56+175  231
803+314  1117
316+100  416
11+932  943
129+939  1068
709+841  1550
294+591  885
430+612  1042
402+789  1191
134+141  275
761+70  831
603+778  1381
140+376  516
43+989  1032
653+789  1442
473+222  695
943+170  1113
437+422  859
576+206  782
459+454  913
104+702  806
169+753  922
540+598  1138
118+849  967
958+575  1533
999+564  1563
753+327  1080
596+751  1347
470+854  1324
573+333  906
325+23  348
744+155  899
816+675  1491
19+409  428
832+980  1812
583+38  621
286+628  914
194+344  538
432+933  1365
641+494  1135
386+575  961
39+382  421
649+530  1179
440+46  486
228+360  588
21+930  951
548+90  638
41+131  172
738+335  1073
854+978  1832
808+342  1150
606+302  908
858+802  1660
100+526  626
771+323  1094
225+108  333
401+908  1309
85+73  158
120+937  1057
774+530  1304
754+482  1236
331+543  874
170+426  596
900+558  1458
997+46  1043
79+383  462
718+232  950
744+635  1379
205+86  291
874+757  1631
13+378  391
19+599  618
615+287  902
635+785  1420
189+53  242
275+237  512
111+180  291
9+180  189
621+605  1226
462+44  506
822+991  1813
79+415  494
746+848  1594
478+133  611
11+139  150
813+276  1089
463+635  1098
880+972  1852
681+780  1461
496+318  814
81+376  457
191+973  1164
640+628  1268
124+308  432
396+409  805
755+407  1162
416+196  612
866+536  1402
915+309  1224
866+14  880
261+557  818
46+430  476
992+970  1962
142+844  986
78+472  550
229+13  242
180+604  784
750+964  1714
553+832  1385
210+253  463
990+437  1427
770+737  1507
521+232  753
677+181  858
98+895  993
131+903  1034
203+416  619
191+811  1002
261+978  1239
99+401  500
415+454  869
362+61  423
280+421  701
748+502  1250
122+207  329
588+10  598
289+961  1250
280+320  600
382+595  977
999+703  1702
813+741  1554
760+892  1652
392+931  1323
535+731  1266
31+209  240
377+706  1083
167+952  1119
441+993  1434
590+524  1114
790+459  1249
686+573  1259
434+364  798
384+743  1127
174+282  456
260+238  498
990+26  1016
459+5  464
35+254  289
461+140  601
103+444  547
239+113  352
512+67  579
349+945  1294
329+438  767
817+287  1104
136+177  313
933+801  1734
817+905  1722
541+148  689
934+801  1735
165+307  472
726+148  874
80+812  892
935+36  971
363+66  429
237+352  589
155+386  541
914+88  1002
93+953  1046
158+600  758
651+664  1315
466+348  814
352+821  1173
807+447  1254
17+365  382
967+290  1257
876+729  1605
431+187  618
235+826  1061
522+354  876
929+294  1223
15+870  885
401+334  735
826+400  1226
233+806  1039
348+903  1251
816+567  1383
584+863  1447
527+225  752
846+680  1526
282+477  759
953+176  1129
665+192  857
430+246  676
595+951  1546
481+732  1213
108+727  835
402+896  1298
819+226  1045
598+166  764
402+886  1288
914+797  1711
583+812  1395
580+795  1375
870+327  1197
233+738  971
637+579  1216
961+5  966
984+76  1060
926+100  1026
50+432  482
794+367  1161
493+83  576
318+760  1078
171+919  1090
863+861  1724
145+922  1067
820+332  1152
583+853  1436
603+492  1095
478+409  887
425+227  652
976+434  1410
179+506  685
497+577  1074
759+294  1053
437+34  471
895+18  913
697+399  1096
157+760  917
650+38  688
922+275  1197
576+289  865
73+73  146
73+365  438
344+456  800
23+1  24
898+870  1768
515+503  1018
675+241  916
839+695  1534
76+201  277
617+522  1139
862+298  1160
52+270  322
635+363  998
148+36  184
503+211  714
194+630  824
280+134  414
454+615  1069
297+290  587
595+5  600
335+523  858
274+172  446
956+116  1072
387+924  1311
422+861  1283
137+478  615
588+335  923
76+182  258
125+112  237
240+686  926
340+810  1150
71+589  660
760+205  965
567+388  955
303+515  818
233+708  941
281+402  683
977+1000  1977
751+861  1612
597+773  1370
358+569  927
275+277  552
813+26  839
655+375  1030
136+347  483
414+529  943
797+528  1325
389+150  539
331+442  773
255+296  551
276+86  362
821+716  1537
665+919  1584
350+155  505
137+537  674
233+277  510
799+643  1442
676+665  1341
696+552  1248
427+637  1064
107+913  1020
898+532  1430
592+34  626
929+561  1490
97+16  113
776+706  1482
45+183  228
704+332  1036
213+695  908
831+203  1034
774+230  1004
967+639  1606
665+955  1620
447+116  563
504+148  652
195+682  877
146+651  797
4+200  204
323+240  563
247+756  1003
562+34  596
370+35  405
74+217  291
43+611  654
57+581  638
440+834  1274
129+954  1083
781+307  1088
712+797  1509
205+238  443
961+706  1667
224+996  1220
491+603  1094
669+449  1118
901+413  1314
268+759  1027
664+60  724
811+743  1554
584+235  819
828+509  1337
226+945  1171
446+385  831
141+549  690
991+78  1069
658+743  1401
147+9  156
978+99  1077
394+928  1322
276+54  330
45+17  62
949+224  1173
297+619  916
800+252  1052
880+620  1500
643+712  1355
161+37  198
876+262  1138
772+410  1182
733+61  794
762+836  1598
871+573  1444
359+21  380
228+398  626
924+781  1705
532+182  714
598+636  1234
774+254  1028
377+196  573
63+609  672
664+392  1056
886+746  1632
521+220  741
233+612  845
861+732  1593
802+179  981
13+424  437
401+492  893
363+251  614
297+294  591
768+388  1156
506+356  862
960+678  1638
469+751  1220
792+294  1086
450+700  1150
812+884  1696
914+356  1270
797+411  1208
572+189  761
508+262  770
706+297  1003
347+560  907
933+538  1471
933+269  1202
50+63  113
997+427  1424
975+123  1098
946+98  1044
441+116  557
690+448  1138
324+204  528
886+546  1432
637+603  1240
332+66  398
906+400  1306
39+680  719
928+677  1605
299+948  1247
611+95  706
350+630  980
806+606  1412
792+8  800
845+354  1199
59+682  741
138+551  689
236+645  881
233+324  557
926+153  1079
80+740  820
93+991  1084
92+211  303
865+173  1038
366+763  1129
401+957  1358
712+454  1166
598+465  1063
1+334  335
226+765  991
589+137  726
718+986  1704
981+155  1136
923+61  984
292+679  971
988+695  1683
616+88  704
153+603  756
418+531  949
299+347  646
304+662  966
61+530  591
582+357  939
301+652  953
502+995  1497
539+561  1100
157+542  699
366+901  1267
794+38  832
713+636  1349
437+837  1274
384+115  499
127+416  543
636+98  734
725+998  1723
901+145  1046
64+910  974
559+21  580
92+933  1025
414+315  729
548+475  1023
35+692  727
829+236  1065
267+751  1018
637+315  952
747+455  1202
415+970  1385
489+299  788
681+145  826
536+81  617
295+946  1241
664+590  1254
501+52  553
736+964  1700
349+884  1233
387+770  1157
652+403  1055
998+11  1009
819+62  881
462+951  1413
839+719  1558
717+412  1129
65+962  1027
683+255  938
154+782  936
876+635  1511
138+343  481
918+167  1085
907+691  1598
932+719  1651
416+845  1261
240+594  834
722+448  1170
891+897  1788
904+777  1681
308+513  821
398+503  901
994+769  1763
696+586  1282
863+641  1504
709+476  1185
813+844  1657
481+940  1421
316+682  998
575+806  1381
167+416  583
620+31  651
111+67  178
465+741  1206
796+306  1102
533+309  842
308+856  1164
954+326  1280
380+576  956
882+904  1786
987+989  1976
434+780  1214
254+729  983
447+929  1376
168+534  702
823+192  1015
575+784  1359
990+680  1670
716+680  1396
644+659  1303
194+848  1042
599+194  793
291+810  1101
700+232  932
296+308  604
13+636  649
289+527  816
636+673  1309
906+857  1763
422+840  1262
871+49  920
44+210  254
781+284  1065
621+728  1349
804+567  1371
201+308  509
937+149  1086
558+926  1484
454+556  1010
10+998  1008
665+433  1098
310+412  722
315+613  928
512+359  871
235+549  784
881+21  902
487+649  1136
276+543  819
339+608  947
468+256  724
52+706  758
276+342  618
658+400  1058
50+629  679
821+215  1036
756+329  1085
534+233  767
711+564  1275
155+13  168
92+739  831
997+920  1917
153+344  497
985+874  1859
457+640  1097
358+302  660
274+591  865
615+234  849
206+128  334
125+574  699
980+282  1262
401+904  1305
262+204  466
58+691  749
191+302  493
91+61  152
133+178  311
649+103  752
90+379  469
960+812  1772
311+179  490
2+134  136
785+548  1333
857+811  1668
722+212  934
280+321  601
511+523  1034
172+638  810
281+701  982
319+926  1245
559+299  858
387+314  701
620+657  1277
140+437  577
549+0  549
247+226  473
509+195  704
851+412  1263
15+528  543
782+821  1603
303+870  1173
374+833  1207
119+469  588
626+102  728
158+753  911
780+201  981
228+753  981
559+242  801
315+373  688
546+436  982
215+445  660
